width	length	x	Vmax 
0.890000 7.770000 0.215800 0.725934 numThread:%!d(MISSING) 
1.470000 1.370000 0.236200 0.211504 numThread:%!d(MISSING) 
8.990000 1.700000 0.403000 2.948548 numThread:%!d(MISSING) 
4.240000 2.470000 0.503600 2.381494 numThread:%!d(MISSING) 
1.160000 8.560000 0.279500 1.344004 numThread:%!d(MISSING) 
4.100000 4.100000 0.683300 5.105259 numThread:%!d(MISSING) 
7.990000 9.280000 1.427200 47.096617 numThread:%!d(MISSING) 
3.210000 2.130000 0.418500 1.284079 numThread:%!d(MISSING) 
6.030000 9.520000 1.201400 31.014751 numThread:%!d(MISSING) 
1.040000 2.070000 0.219600 0.215161 numThread:%!d(MISSING) 
6.080000 1.640000 0.378600 1.779029 numThread:%!d(MISSING) 
8.340000 6.750000 1.236700 31.027692 numThread:%!d(MISSING) 
3.190000 1.370000 0.298000 0.598311 numThread:%!d(MISSING) 
8.120000 2.090000 0.484500 3.883883 numThread:%!d(MISSING) 
4.290000 3.080000 0.589800 3.486310 numThread:%!d(MISSING) 
2.980000 6.780000 0.645700 5.984380 numThread:%!d(MISSING) 
8.500000 2.010000 0.469300 3.801933 numThread:%!d(MISSING) 
4.920000 3.110000 0.620000 4.266592 numThread:%!d(MISSING) 
9.520000 3.690000 0.816000 13.246539 numThread:%!d(MISSING) 
5.970000 8.850000 1.166900 27.648769 numThread:%!d(MISSING) 
4.720000 7.840000 0.953900 15.913468 numThread:%!d(MISSING) 
4.450000 2.330000 0.487500 2.295455 numThread:%!d(MISSING) 
4.270000 3.470000 0.634700 4.191000 numThread:%!d(MISSING) 
8.230000 7.910000 1.344200 38.895796 numThread:%!d(MISSING) 
9.230000 5.480000 1.111700 25.366430 numThread:%!d(MISSING) 
9.100000 0.590000 0.145000 0.383235 numThread:%!d(MISSING) 
2.400000 3.810000 0.478900 1.969928 numThread:%!d(MISSING) 
3.210000 5.030000 0.638100 4.632031 numThread:%!d(MISSING) 
2.040000 8.800000 0.477000 4.064401 numThread:%!d(MISSING) 
8.670000 0.430000 0.106100 0.195448 numThread:%!d(MISSING) 
1.570000 1.990000 0.290500 0.404812 numThread:%!d(MISSING) 
5.290000 5.810000 0.922000 12.600823 numThread:%!d(MISSING) 
0.640000 5.890000 0.155400 0.285419 numThread:%!d(MISSING) 
2.220000 8.790000 0.515500 4.755720 numThread:%!d(MISSING) 
3.290000 1.330000 0.292200 0.589454 numThread:%!d(MISSING) 
6.860000 3.900000 0.800100 9.678400 numThread:%!d(MISSING) 
2.460000 3.830000 0.488100 2.066844 numThread:%!d(MISSING) 
3.480000 7.140000 0.739300 8.376806 numThread:%!d(MISSING) 
4.180000 3.550000 0.637800 4.213158 numThread:%!d(MISSING) 
3.960000 9.720000 0.869000 15.412587 numThread:%!d(MISSING) 
6.420000 5.460000 0.980400 15.297801 numThread:%!d(MISSING) 
8.200000 9.540000 1.465700 51.032845 numThread:%!d(MISSING) 
8.690000 2.130000 0.495800 4.345121 numThread:%!d(MISSING) 
3.650000 5.210000 0.704800 6.000961 numThread:%!d(MISSING) 
1.570000 2.720000 0.320800 0.619011 numThread:%!d(MISSING) 
9.720000 0.730000 0.178900 0.623397 numThread:%!d(MISSING) 
6.760000 0.800000 0.193700 0.509302 numThread:%!d(MISSING) 
5.320000 8.140000 1.050100 20.421240 numThread:%!d(MISSING) 
1.800000 8.100000 0.422200 2.927303 numThread:%!d(MISSING) 
9.760000 4.850000 1.026300 22.127727 numThread:%!d(MISSING) 
0.250000 6.560000 0.061900 0.050278 numThread:%!d(MISSING) 
7.260000 7.690000 1.244300 30.880988 numThread:%!d(MISSING) 
7.780000 7.750000 1.294200 34.680629 numThread:%!d(MISSING) 
0.920000 1.990000 0.197500 0.165382 numThread:%!d(MISSING) 
3.160000 7.230000 0.685400 7.185241 numThread:%!d(MISSING) 
3.860000 3.990000 0.653900 4.476280 numThread:%!d(MISSING) 
9.850000 4.500000 0.968200 19.642169 numThread:%!d(MISSING) 
7.320000 0.220000 0.054600 0.043623 numThread:%!d(MISSING) 
3.900000 0.420000 0.102000 0.081430 numThread:%!d(MISSING) 
5.040000 8.350000 1.017900 19.308667 numThread:%!d(MISSING) 
7.240000 5.370000 1.016700 17.662460 numThread:%!d(MISSING) 
3.720000 4.050000 0.645800 4.325890 numThread:%!d(MISSING) 
7.770000 3.130000 0.688100 7.715972 numThread:%!d(MISSING) 
7.940000 4.790000 0.967500 16.587086 numThread:%!d(MISSING) 
3.300000 4.530000 0.628800 4.202616 numThread:%!d(MISSING) 
6.930000 9.290000 1.309400 37.659493 numThread:%!d(MISSING) 
8.260000 6.160000 1.164000 26.459378 numThread:%!d(MISSING) 
6.790000 8.650000 1.259000 32.980643 numThread:%!d(MISSING) 
6.870000 1.480000 0.347900 1.684465 numThread:%!d(MISSING) 
9.790000 0.930000 0.226700 1.008775 numThread:%!d(MISSING) 
1.790000 9.560000 0.424600 3.479648 numThread:%!d(MISSING) 
3.460000 6.860000 0.729800 7.884000 numThread:%!d(MISSING) 
3.080000 5.570000 0.636200 4.942219 numThread:%!d(MISSING) 
7.790000 1.140000 0.273800 1.174711 numThread:%!d(MISSING) 
5.640000 8.890000 1.123100 25.323354 numThread:%!d(MISSING) 
0.850000 7.790000 0.206400 0.665704 numThread:%!d(MISSING) 
6.420000 9.910000 1.270600 36.316418 numThread:%!d(MISSING) 
3.610000 4.590000 0.668800 4.942936 numThread:%!d(MISSING) 
9.530000 5.440000 1.114900 26.127795 numThread:%!d(MISSING) 
5.450000 0.490000 0.119600 0.156301 numThread:%!d(MISSING) 
1.560000 0.480000 0.109300 0.038325 numThread:%!d(MISSING) 
7.060000 7.960000 1.244900 31.122386 numThread:%!d(MISSING) 
3.070000 4.620000 0.602900 3.837309 numThread:%!d(MISSING) 
6.680000 9.070000 1.267900 34.333504 numThread:%!d(MISSING) 
2.800000 9.760000 0.642600 8.249459 numThread:%!d(MISSING) 
2.480000 3.620000 0.482400 1.940772 numThread:%!d(MISSING) 
2.610000 0.880000 0.198300 0.212173 numThread:%!d(MISSING) 
0.920000 8.610000 0.223500 0.862956 numThread:%!d(MISSING) 
1.120000 9.280000 0.271000 1.368703 numThread:%!d(MISSING) 
6.440000 6.420000 1.071700 19.692316 numThread:%!d(MISSING) 
3.830000 8.800000 0.831300 12.859879 numThread:%!d(MISSING) 
9.500000 5.850000 1.174900 29.404375 numThread:%!d(MISSING) 
1.070000 8.960000 0.259000 1.206936 numThread:%!d(MISSING) 
7.970000 1.050000 0.253300 1.027286 numThread:%!d(MISSING) 
5.460000 3.470000 0.690700 5.883772 numThread:%!d(MISSING) 
4.300000 2.970000 0.576100 3.296485 numThread:%!d(MISSING) 
4.410000 4.120000 0.709600 5.731831 numThread:%!d(MISSING) 
3.880000 3.090000 0.569700 3.045510 numThread:%!d(MISSING) 
2.180000 0.880000 0.193400 0.171044 numThread:%!d(MISSING) 
4.610000 6.840000 0.901300 12.746182 numThread:%!d(MISSING) 
3.090000 7.570000 0.677900 7.305502 numThread:%!d(MISSING) 
2.630000 2.160000 0.393400 0.995728 numThread:%!d(MISSING) 
6.610000 9.170000 1.264100 34.270382 numThread:%!d(MISSING) 
2.910000 4.600000 0.580000 3.491600 numThread:%!d(MISSING) 
7.800000 9.860000 1.441900 49.451971 numThread:%!d(MISSING) 
8.170000 8.490000 1.387600 42.779990 numThread:%!d(MISSING) 
3.090000 8.130000 0.685300 7.964634 numThread:%!d(MISSING) 
2.680000 4.970000 0.556900 3.363442 numThread:%!d(MISSING) 
1.130000 0.280000 0.065100 0.009750 numThread:%!d(MISSING) 
5.560000 4.840000 0.860500 10.303490 numThread:%!d(MISSING) 
7.060000 7.690000 1.225800 29.591600 numThread:%!d(MISSING) 
4.790000 3.320000 0.643300 4.582749 numThread:%!d(MISSING) 
6.020000 0.760000 0.183600 0.407669 numThread:%!d(MISSING) 
0.390000 0.930000 0.085200 0.014212 numThread:%!d(MISSING) 
8.780000 1.280000 0.307500 1.669640 numThread:%!d(MISSING) 
3.100000 4.980000 0.620700 4.312972 numThread:%!d(MISSING) 
1.420000 2.460000 0.290200 0.457968 numThread:%!d(MISSING) 
5.240000 4.280000 0.781300 7.807505 numThread:%!d(MISSING) 
9.940000 9.830000 1.647400 71.542811 numThread:%!d(MISSING) 
6.950000 3.620000 0.758200 8.666318 numThread:%!d(MISSING) 
3.350000 9.950000 0.755200 11.724849 numThread:%!d(MISSING) 
8.310000 0.360000 0.089000 0.131722 numThread:%!d(MISSING) 
3.420000 2.430000 0.467000 1.736799 numThread:%!d(MISSING) 
9.610000 2.020000 0.475600 4.401452 numThread:%!d(MISSING) 
5.080000 9.040000 1.045200 21.715623 numThread:%!d(MISSING) 
8.320000 0.970000 0.235000 0.922375 numThread:%!d(MISSING) 
4.070000 8.330000 0.864200 13.359069 numThread:%!d(MISSING) 
9.040000 5.350000 1.086200 23.703584 numThread:%!d(MISSING) 
5.340000 4.070000 0.763000 7.403249 numThread:%!d(MISSING) 
8.330000 3.300000 0.727400 9.227883 numThread:%!d(MISSING) 
6.780000 2.700000 0.594700 5.022337 numThread:%!d(MISSING) 
2.350000 4.590000 0.494100 2.423527 numThread:%!d(MISSING) 
7.110000 8.160000 1.263500 32.618565 numThread:%!d(MISSING) 
4.050000 2.740000 0.535100 2.662481 numThread:%!d(MISSING) 
3.520000 9.820000 0.787100 12.628766 numThread:%!d(MISSING) 
8.200000 2.260000 0.520700 4.542311 numThread:%!d(MISSING) 
0.960000 6.020000 0.229700 0.639401 numThread:%!d(MISSING) 
7.480000 2.940000 0.648800 6.587898 numThread:%!d(MISSING) 
8.770000 1.220000 0.293600 1.520283 numThread:%!d(MISSING) 
8.900000 5.270000 1.069800 22.639917 numThread:%!d(MISSING) 
3.010000 3.950000 0.564300 2.995407 numThread:%!d(MISSING) 
5.830000 9.540000 1.173400 29.399953 numThread:%!d(MISSING) 
3.680000 1.530000 0.334700 0.867182 numThread:%!d(MISSING) 
0.050000 4.020000 0.012500 0.001248 numThread:%!d(MISSING) 
0.300000 1.700000 0.071400 0.017478 numThread:%!d(MISSING) 
1.850000 8.700000 0.435300 3.337930 numThread:%!d(MISSING) 
2.340000 6.120000 0.518500 3.434103 numThread:%!d(MISSING) 
9.090000 1.340000 0.321700 1.892851 numThread:%!d(MISSING) 
3.370000 2.930000 0.521200 2.289933 numThread:%!d(MISSING) 
5.350000 4.920000 0.853600 9.990183 numThread:%!d(MISSING) 
9.630000 5.110000 1.065800 23.802761 numThread:%!d(MISSING) 
9.870000 8.080000 1.473700 52.361942 numThread:%!d(MISSING) 
1.850000 5.050000 0.412500 1.786383 numThread:%!d(MISSING) 
1.910000 6.040000 0.433800 2.338924 numThread:%!d(MISSING) 
3.790000 0.680000 0.161700 0.199892 numThread:%!d(MISSING) 
4.220000 1.630000 0.360700 1.146603 numThread:%!d(MISSING) 
7.860000 2.930000 0.651700 6.950358 numThread:%!d(MISSING) 
8.240000 4.910000 0.995100 18.158750 numThread:%!d(MISSING) 
1.450000 4.370000 0.327500 0.967247 numThread:%!d(MISSING) 
6.120000 7.680000 1.128200 23.641003 numThread:%!d(MISSING) 
9.290000 2.760000 0.631100 7.588371 numThread:%!d(MISSING) 
6.670000 1.040000 0.249100 0.832961 numThread:%!d(MISSING) 
5.210000 4.660000 0.818700 8.840765 numThread:%!d(MISSING) 
7.800000 1.560000 0.368500 2.142035 numThread:%!d(MISSING) 
3.600000 7.180000 0.760300 8.947329 numThread:%!d(MISSING) 
2.320000 6.740000 0.521600 3.793948 numThread:%!d(MISSING) 
4.970000 0.410000 0.100300 0.100171 numThread:%!d(MISSING) 
2.840000 9.070000 0.645700 7.778063 numThread:%!d(MISSING) 
9.460000 8.250000 1.465500 50.893519 numThread:%!d(MISSING) 
4.070000 6.840000 0.825100 10.361835 numThread:%!d(MISSING) 
5.620000 5.510000 0.927400 12.763397 numThread:%!d(MISSING) 
7.790000 5.440000 1.051500 19.954861 numThread:%!d(MISSING) 
3.990000 1.450000 0.323600 0.868413 numThread:%!d(MISSING) 
5.200000 3.550000 0.691300 5.719701 numThread:%!d(MISSING) 
6.850000 2.620000 0.580600 4.818296 numThread:%!d(MISSING) 
1.580000 7.080000 0.370500 1.970475 numThread:%!d(MISSING) 
0.840000 0.480000 0.098300 0.017924 numThread:%!d(MISSING) 
6.860000 7.370000 1.183600 26.603280 numThread:%!d(MISSING) 
2.560000 3.550000 0.489500 1.989696 numThread:%!d(MISSING) 
8.590000 0.740000 0.180800 0.562944 numThread:%!d(MISSING) 
6.790000 2.750000 0.604100 5.198896 numThread:%!d(MISSING) 
1.550000 5.650000 0.357300 1.473160 numThread:%!d(MISSING) 
8.640000 5.170000 1.046600 21.081867 numThread:%!d(MISSING) 
1.610000 6.790000 0.375800 1.947908 numThread:%!d(MISSING) 
2.320000 8.080000 0.532400 4.688037 numThread:%!d(MISSING) 
7.110000 7.960000 1.249900 31.463250 numThread:%!d(MISSING) 
0.100000 2.210000 0.024700 0.002700 numThread:%!d(MISSING) 
1.640000 2.390000 0.318800 0.560006 numThread:%!d(MISSING) 
3.110000 4.360000 0.596900 3.621436 numThread:%!d(MISSING) 
5.690000 1.010000 0.240300 0.662713 numThread:%!d(MISSING) 
6.730000 8.100000 1.220100 29.623308 numThread:%!d(MISSING) 
2.720000 2.380000 0.422200 1.216008 numThread:%!d(MISSING) 
6.720000 3.280000 0.696600 7.001252 numThread:%!d(MISSING) 
4.840000 8.760000 0.999900 19.198400 numThread:%!d(MISSING) 
8.090000 8.290000 1.364700 40.679186 numThread:%!d(MISSING) 
1.980000 1.380000 0.266900 0.326625 numThread:%!d(MISSING) 
4.800000 2.630000 0.544500 3.113805 numThread:%!d(MISSING) 
9.690000 3.550000 0.791500 12.621630 numThread:%!d(MISSING) 
2.680000 7.680000 0.601400 5.754267 numThread:%!d(MISSING) 
0.500000 8.970000 0.123200 0.272556 numThread:%!d(MISSING) 
7.890000 1.910000 0.445100 3.177300 numThread:%!d(MISSING) 
8.080000 7.260000 1.272900 33.209103 numThread:%!d(MISSING) 
2.040000 5.670000 0.455900 2.447363 numThread:%!d(MISSING) 
5.540000 5.820000 0.945800 13.555560 numThread:%!d(MISSING) 
3.380000 8.770000 0.748100 10.250754 numThread:%!d(MISSING) 
3.180000 1.250000 0.275900 0.506279 numThread:%!d(MISSING) 
6.160000 7.870000 1.143400 24.725854 numThread:%!d(MISSING) 
6.770000 8.240000 1.233000 30.641648 numThread:%!d(MISSING) 
4.770000 6.140000 0.887900 11.602445 numThread:%!d(MISSING) 
4.470000 8.750000 0.940300 16.725703 numThread:%!d(MISSING) 
8.340000 8.310000 1.387500 42.738157 numThread:%!d(MISSING) 
8.430000 0.510000 0.125500 0.265854 numThread:%!d(MISSING) 
5.660000 3.970000 0.766200 7.709074 numThread:%!d(MISSING) 
6.010000 6.890000 1.067500 19.669355 numThread:%!d(MISSING) 
5.350000 1.600000 0.365600 1.467085 numThread:%!d(MISSING) 
5.930000 7.430000 1.092500 21.459459 numThread:%!d(MISSING) 
8.470000 4.030000 0.860300 13.409551 numThread:%!d(MISSING) 
6.430000 3.460000 0.719300 7.257461 numThread:%!d(MISSING) 
1.460000 1.070000 0.203400 0.142071 numThread:%!d(MISSING) 
3.060000 2.730000 0.480200 1.784160 numThread:%!d(MISSING) 
7.470000 9.020000 1.356100 40.698257 numThread:%!d(MISSING) 
6.090000 0.740000 0.179000 0.391943 numThread:%!d(MISSING) 
5.440000 1.830000 0.412600 1.913206 numThread:%!d(MISSING) 
4.780000 9.460000 1.007900 20.739818 numThread:%!d(MISSING) 
9.980000 8.150000 1.487900 53.923180 numThread:%!d(MISSING) 
6.680000 9.100000 1.269400 34.491174 numThread:%!d(MISSING) 
1.420000 9.590000 0.340900 2.241770 numThread:%!d(MISSING) 
7.100000 5.590000 1.035300 18.325297 numThread:%!d(MISSING) 
3.490000 6.400000 0.723300 7.321082 numThread:%!d(MISSING) 
2.710000 3.850000 0.522400 2.440245 numThread:%!d(MISSING) 
5.240000 9.030000 1.069400 22.854136 numThread:%!d(MISSING) 
4.900000 4.320000 0.763800 7.192773 numThread:%!d(MISSING) 
3.750000 9.320000 0.824600 13.288278 numThread:%!d(MISSING) 
4.290000 7.700000 0.884500 13.225089 numThread:%!d(MISSING) 
9.160000 1.800000 0.425700 3.355171 numThread:%!d(MISSING) 
8.310000 7.790000 1.339600 38.550865 numThread:%!d(MISSING) 
2.710000 5.150000 0.566300 3.588670 numThread:%!d(MISSING) 
8.020000 0.230000 0.057100 0.052275 numThread:%!d(MISSING) 
3.010000 1.080000 0.241500 0.364331 numThread:%!d(MISSING) 
7.960000 6.430000 1.179000 26.894575 numThread:%!d(MISSING) 
8.060000 0.900000 0.218400 0.771185 numThread:%!d(MISSING) 
2.450000 3.780000 0.484800 2.017018 numThread:%!d(MISSING) 
1.530000 8.550000 0.363800 2.283461 numThread:%!d(MISSING) 
1.210000 7.080000 0.288500 1.187581 numThread:%!d(MISSING) 
1.010000 7.390000 0.243300 0.879101 numThread:%!d(MISSING) 
6.380000 4.720000 0.894500 12.036590 numThread:%!d(MISSING) 
0.560000 2.050000 0.129100 0.069813 numThread:%!d(MISSING) 
1.380000 1.960000 0.266000 0.322111 numThread:%!d(MISSING) 
8.890000 7.010000 1.297500 36.060671 numThread:%!d(MISSING) 
1.970000 3.130000 0.393200 1.090692 numThread:%!d(MISSING) 
2.810000 9.360000 0.641800 7.911993 numThread:%!d(MISSING) 
1.590000 6.900000 0.371900 1.937367 numThread:%!d(MISSING) 
2.600000 3.590000 0.496400 2.072083 numThread:%!d(MISSING) 
4.540000 3.650000 0.670500 4.952642 numThread:%!d(MISSING) 
9.320000 6.420000 1.246500 33.418203 numThread:%!d(MISSING) 
7.770000 7.410000 1.263900 32.347585 numThread:%!d(MISSING) 
2.570000 3.930000 0.507200 2.300409 numThread:%!d(MISSING) 
7.690000 4.490000 0.914900 14.262654 numThread:%!d(MISSING) 
8.010000 8.770000 1.394000 43.545778 numThread:%!d(MISSING) 
3.310000 1.510000 0.325000 0.743470 numThread:%!d(MISSING) 
4.090000 9.100000 0.882600 15.050045 numThread:%!d(MISSING) 
1.280000 0.550000 0.119600 0.038688 numThread:%!d(MISSING) 
1.620000 0.840000 0.176100 0.108906 numThread:%!d(MISSING) 
4.980000 1.670000 0.376700 1.459374 numThread:%!d(MISSING) 
4.690000 0.860000 0.204200 0.394835 numThread:%!d(MISSING) 
8.140000 8.660000 1.398000 43.809428 numThread:%!d(MISSING) 
3.260000 0.840000 0.194700 0.251843 numThread:%!d(MISSING) 
9.520000 6.930000 1.320800 38.960074 numThread:%!d(MISSING) 
9.360000 4.330000 0.929400 17.228256 numThread:%!d(MISSING) 
5.500000 8.130000 1.074100 21.535487 numThread:%!d(MISSING) 
4.050000 6.710000 0.817900 10.019384 numThread:%!d(MISSING) 
7.800000 4.810000 0.965700 16.313910 numThread:%!d(MISSING) 
9.730000 7.510000 1.401400 45.696453 numThread:%!d(MISSING) 
3.970000 3.950000 0.660000 4.599870 numThread:%!d(MISSING) 
5.160000 2.440000 0.521500 2.999381 numThread:%!d(MISSING) 
5.750000 1.300000 0.304500 1.081715 numThread:%!d(MISSING) 
7.970000 6.110000 1.143000 24.843809 numThread:%!d(MISSING) 
3.240000 2.070000 0.411400 1.240261 numThread:%!d(MISSING) 
2.010000 6.760000 0.459600 2.928178 numThread:%!d(MISSING) 
6.830000 8.480000 1.253800 32.366975 numThread:%!d(MISSING) 
3.150000 9.360000 0.710100 9.752702 numThread:%!d(MISSING) 
7.880000 1.290000 0.308200 1.507949 numThread:%!d(MISSING) 
6.870000 5.860000 1.050900 18.831970 numThread:%!d(MISSING) 
2.900000 4.210000 0.563100 3.080182 numThread:%!d(MISSING) 
4.340000 9.320000 0.930400 17.205746 numThread:%!d(MISSING) 
5.400000 2.910000 0.604800 4.309415 numThread:%!d(MISSING) 
7.120000 3.400000 0.725300 8.015964 numThread:%!d(MISSING) 
5.700000 1.670000 0.382400 1.708312 numThread:%!d(MISSING) 
5.970000 4.230000 0.813700 9.196479 numThread:%!d(MISSING) 
4.230000 1.590000 0.353200 1.099672 numThread:%!d(MISSING) 
1.870000 0.130000 0.031900 0.003814 numThread:%!d(MISSING) 
9.680000 0.930000 0.226600 0.996890 numThread:%!d(MISSING) 
6.550000 7.130000 1.136900 23.608959 numThread:%!d(MISSING) 
6.920000 5.370000 1.000000 16.580400 numThread:%!d(MISSING) 
9.120000 6.840000 1.289900 35.939916 numThread:%!d(MISSING) 
1.580000 3.360000 0.338100 0.820102 numThread:%!d(MISSING) 
9.950000 0.080000 0.020000 0.007928 numThread:%!d(MISSING) 
0.270000 7.980000 0.066900 0.071493 numThread:%!d(MISSING) 
7.980000 2.430000 0.554200 5.032971 numThread:%!d(MISSING) 
9.460000 5.020000 1.047000 22.565903 numThread:%!d(MISSING) 
3.890000 0.450000 0.109100 0.092858 numThread:%!d(MISSING) 
7.390000 1.670000 0.391200 2.294351 numThread:%!d(MISSING) 
6.720000 8.420000 1.238000 31.230204 numThread:%!d(MISSING) 
8.120000 4.760000 0.968900 16.904791 numThread:%!d(MISSING) 
0.550000 0.250000 0.053800 0.003389 numThread:%!d(MISSING) 
5.050000 6.480000 0.938900 13.707094 numThread:%!d(MISSING) 
8.610000 1.660000 0.393000 2.687403 numThread:%!d(MISSING) 
6.190000 8.910000 1.198500 29.607515 numThread:%!d(MISSING) 
7.580000 1.030000 0.248200 0.938149 numThread:%!d(MISSING) 
5.840000 3.190000 0.660900 5.578592 numThread:%!d(MISSING) 
1.900000 5.900000 0.430600 2.253892 numThread:%!d(MISSING) 
8.020000 2.920000 0.651600 7.076195 numThread:%!d(MISSING) 
7.500000 2.910000 0.643500 6.488860 numThread:%!d(MISSING) 
0.520000 6.010000 0.127100 0.194449 numThread:%!d(MISSING) 
0.870000 7.240000 0.210600 0.644494 numThread:%!d(MISSING) 
5.610000 7.420000 1.054800 19.607175 numThread:%!d(MISSING) 
0.330000 3.460000 0.080400 0.044881 numThread:%!d(MISSING) 
8.730000 7.470000 1.337800 38.832609 numThread:%!d(MISSING) 
9.120000 3.740000 0.819900 12.880560 numThread:%!d(MISSING) 
6.010000 0.960000 0.229600 0.638251 numThread:%!d(MISSING) 
0.440000 7.770000 0.108400 0.182749 numThread:%!d(MISSING) 
7.020000 5.800000 1.053900 19.114400 numThread:%!d(MISSING) 
6.950000 0.050000 0.012500 0.002164 numThread:%!d(MISSING) 
2.010000 7.520000 0.464400 3.309503 numThread:%!d(MISSING) 
4.170000 1.110000 0.256600 0.559998 numThread:%!d(MISSING) 
3.140000 5.850000 0.653200 5.441904 numThread:%!d(MISSING) 
0.160000 9.420000 0.039800 0.029889 numThread:%!d(MISSING) 
2.330000 0.580000 0.134800 0.086211 numThread:%!d(MISSING) 
4.120000 2.300000 0.474000 2.032770 numThread:%!d(MISSING) 
5.700000 7.180000 1.052300 19.202468 numThread:%!d(MISSING) 
6.080000 3.100000 0.652400 5.592659 numThread:%!d(MISSING) 
3.020000 0.640000 0.150600 0.138722 numThread:%!d(MISSING) 
4.610000 8.830000 0.965100 17.844780 numThread:%!d(MISSING) 
5.880000 1.460000 0.339500 1.379043 numThread:%!d(MISSING) 
6.320000 7.540000 1.141700 24.225494 numThread:%!d(MISSING) 
5.830000 3.730000 0.741000 7.242759 numThread:%!d(MISSING) 
1.270000 3.610000 0.284700 0.606481 numThread:%!d(MISSING) 
0.250000 1.850000 0.060200 0.013494 numThread:%!d(MISSING) 
5.650000 8.780000 1.120400 24.977571 numThread:%!d(MISSING) 
4.960000 5.210000 0.846700 9.726319 numThread:%!d(MISSING) 
3.860000 0.530000 0.127600 0.126400 numThread:%!d(MISSING) 
2.670000 1.110000 0.242800 0.331164 numThread:%!d(MISSING) 
8.650000 3.870000 0.835800 12.822271 numThread:%!d(MISSING) 
5.270000 9.290000 1.081700 23.948292 numThread:%!d(MISSING) 
2.810000 8.360000 0.633600 6.933340 numThread:%!d(MISSING) 
5.860000 5.680000 0.961300 14.221844 numThread:%!d(MISSING) 
4.460000 2.980000 0.584200 3.483621 numThread:%!d(MISSING) 
3.150000 3.600000 0.558800 2.819274 numThread:%!d(MISSING) 
5.960000 4.610000 0.859500 10.538098 numThread:%!d(MISSING) 
5.870000 0.330000 0.081300 0.077676 numThread:%!d(MISSING) 
1.580000 7.180000 0.370900 2.001562 numThread:%!d(MISSING) 
8.200000 2.800000 0.630100 6.733188 numThread:%!d(MISSING) 
6.110000 9.100000 1.196000 29.828651 numThread:%!d(MISSING) 
4.090000 6.420000 0.813500 9.603497 numThread:%!d(MISSING) 
6.900000 5.180000 0.976500 15.588816 numThread:%!d(MISSING) 
5.750000 9.200000 1.150000 27.375750 numThread:%!d(MISSING) 
0.460000 2.380000 0.108900 0.057029 numThread:%!d(MISSING) 
2.970000 3.310000 0.521000 2.278179 numThread:%!d(MISSING) 
3.600000 2.430000 0.474900 1.862950 numThread:%!d(MISSING) 
2.880000 2.930000 0.484100 1.815651 numThread:%!d(MISSING) 
8.750000 3.640000 0.796100 11.669029 numThread:%!d(MISSING) 
3.290000 0.390000 0.094400 0.058902 numThread:%!d(MISSING) 
9.090000 7.870000 1.402400 44.646519 numThread:%!d(MISSING) 
9.710000 1.810000 0.429400 3.615231 numThread:%!d(MISSING) 
7.060000 8.090000 1.253800 31.863218 numThread:%!d(MISSING) 
2.700000 5.430000 0.571200 3.814683 numThread:%!d(MISSING) 
3.130000 3.700000 0.563300 2.904121 numThread:%!d(MISSING) 
9.660000 3.820000 0.842200 14.344933 numThread:%!d(MISSING) 
1.970000 0.040000 0.009900 0.000390 numThread:%!d(MISSING) 
6.680000 9.130000 1.270900 34.648914 numThread:%!d(MISSING) 
4.320000 9.800000 0.935500 18.165652 numThread:%!d(MISSING) 
5.180000 2.980000 0.609500 4.251458 numThread:%!d(MISSING) 
3.980000 4.250000 0.684700 5.149009 numThread:%!d(MISSING) 
3.120000 5.270000 0.633400 4.699024 numThread:%!d(MISSING) 
2.530000 8.040000 0.574900 5.467215 numThread:%!d(MISSING) 
7.810000 3.700000 0.790500 10.434008 numThread:%!d(MISSING) 
7.850000 8.630000 1.368700 41.234150 numThread:%!d(MISSING) 
3.680000 4.040000 0.641200 4.239372 numThread:%!d(MISSING) 
3.820000 0.070000 0.017400 0.002318 numThread:%!d(MISSING) 
2.070000 5.860000 0.463800 2.613408 numThread:%!d(MISSING) 
1.040000 4.270000 0.242200 0.509414 numThread:%!d(MISSING) 
3.850000 5.620000 0.748800 7.261513 numThread:%!d(MISSING) 
7.950000 7.020000 1.240300 30.793913 numThread:%!d(MISSING) 
4.080000 2.130000 0.445900 1.760248 numThread:%!d(MISSING) 
2.130000 7.240000 0.487600 3.527587 numThread:%!d(MISSING) 
2.340000 2.290000 0.385800 0.918767 numThread:%!d(MISSING) 
0.340000 2.710000 0.082200 0.036744 numThread:%!d(MISSING) 
8.920000 6.010000 1.175200 28.254286 numThread:%!d(MISSING) 
0.250000 5.410000 0.061800 0.041295 numThread:%!d(MISSING) 
6.470000 5.780000 1.016000 16.899762 numThread:%!d(MISSING) 
2.950000 1.610000 0.333600 0.717982 numThread:%!d(MISSING) 
5.980000 9.480000 1.192800 30.416533 numThread:%!d(MISSING) 
0.400000 5.080000 0.098000 0.097641 numThread:%!d(MISSING) 
4.670000 0.860000 0.204200 0.392991 numThread:%!d(MISSING) 
2.960000 6.770000 0.641900 5.902892 numThread:%!d(MISSING) 
3.380000 3.410000 0.565800 2.898455 numThread:%!d(MISSING) 
7.500000 5.290000 1.019100 18.099910 numThread:%!d(MISSING) 
5.590000 7.410000 1.051900 19.458545 numThread:%!d(MISSING) 
9.130000 9.040000 1.514100 55.541429 numThread:%!d(MISSING) 
